id,customer_id,order_date,amount,status
62,1961,2026-01-24,332.54,refunded
63,149,2026-06-29,431.37,delivered
64,1762,2024-11-13,463.81,cancelled
65,1784,2026-02-25,54.13,cancelled
66,1555,2025-08-22,82.77,delivered
67,335,2026-08-25,214.6,pending
68,1141,2026-08-24,180.94,refunded
69,1524,2026-08-31,288.19,delivered
70,1390,2024-09-24,324.82,cancelled
71,993,2026-02-17,306.89,delivered
72,1438,2025-09-04,150.0,pending
73,473,2024-10-28,47.46,pending
74,1529,2026-04-13,447.52,pending
75,917,2025-05-27,290.77,cancelled
76,365,2026-04-03,356.39,refunded
77,623,2025-12-22,244.53,delivered
78,1322,2026-08-17,317.34,refunded
79,1977,2026-05-24,447.64,shipped
80,371,2026-09-12,43.76,refunded
81,78,2024-11-15,74.51,shipped
82,435,2025-03-26,323.17,shipped
83,908,2026-07-19,253.89,cancelled
84,113,2025-10-08,300.39,shipped
85,866,2025-09-20,125.78,delivered
86,1519,2025-06-13,106.88,delivered
87,525,2025-10-13,98.11,shipped
88,1071,2025-12-22,65.15,delivered
89,1328,2026-06-04,249.51,refunded
90,567,2026-04-07,349.47,pending
91,432,2025-12-14,395.46,delivered
92,1651,2026-08-29,85.26,cancelled
93,741,2024-09-26,393.27,refunded
94,1014,2025-03-11,241.4,shipped
95,1671,2025-05-07,353.91,shipped
96,302,2025-04-07,133.89,shipped
97,197,2026-03-09,296.44,cancelled
98,1622,2025-11-10,226.41,cancelled
99,340,2025-10-23,256.25,shipped
100,766,2024-09-29,220.9,delivered
101,1755,2026-02-02,399.41,refunded
102,91,2026-09-15,161.66,shipped
103,1256,2026-06-29,26.6,refunded
104,327,2025-09-30,100.46,delivered
105,1069,2025-08-03,97.73,shipped
106,1777,2026-03-04,236.2,cancelled
107,1796,2026-03-19,327.81,delivered
108,1780,2025-09-20,242.92,shipped
109,780,2024-09-30,35.47,delivered
110,1103,2024-12-22,351.17,cancelled
111,295,2026-03-21,484.9,pending
112,1991,2025-07-11,240.47,pending
113,131,2024-11-16,106.17,cancelled
114,1531,2024-10-03,402.27,delivered
115,1571,2024-11-24,468.36,cancelled
116,977,2026-07-23,392.48,refunded
117,1044,2026-02-06,220.27,cancelled
118,184,2025-03-07,230.75,refunded
119,1101,2025-08-26,273.3,delivered
120,509,2025-09-20,281.74,refunded
121,1513,2026-09-13,413.22,shipped
122,1341,2026-04-10,119.84,refunded
123,800,2026-04-23,174.57,delivered
124,1731,2025-02-05,335.62,cancelled
125,553,2026-04-27,175.14,shipped
126,1283,2025-05-13,201.19,shipped
127,314,2024-09-24,498.84,shipped
128,1608,2025-04-08,213.32,delivered
129,1639,2026-09-03,306.72,cancelled
130,250,2025-02-16,34.57,pending
131,1145,2026-01-23,487.48,pending
132,1876,2026-03-02,296.75,shipped
133,1240,2025-11-27,179.9,pending
134,1948,2025-06-23,439.67,shipped
135,1063,2026-02-23,320.18,pending
136,781,2024-12-31,303.66,cancelled
137,31,2025-04-27,99.62,refunded
138,765,2026-02-09,412.13,pending
139,503,2025-07-20,102.81,pending
140,738,2025-06-17,175.83,cancelled
141,1870,2025-01-22,325.4,refunded
142,786,2025-12-07,42.17,shipped
143,654,2025-01-16,275.69,refunded
144,1193,2026-01-21,426.0,refunded
145,1822,2025-09-26,395.66,cancelled
146,1562,2024-10-08,40.11,pending
147,943,2024-11-27,310.95,shipped
148,1873,2026-08-16,365.51,pending
149,501,2026-04-08,216.65,pending
150,1040,2026-01-03,290.84,refunded
151,587,2025-03-25,399.34,shipped
152,1643,2026-05-16,73.99,pending
153,1722,2025-02-07,225.91,cancelled
154,1016,2026-06-01,113.71,shipped
155,1589,2026-08-05,371.75,pending
156,1401,2026-07-21,33.38,shipped
157,1050,2026-06-29,362.3,pending
158,1580,2025-11-21,245.72,cancelled
159,675,2026-08-16,197.65,delivered
160,362,2024-12-10,67.71,pending
161,135,2026-04-30,439.95,cancelled
162,572,2025-08-19,311.11,shipped
163,215,2024-12-14,498.49,delivered
164,1268,2026-02-02,163.49,pending
165,445,2024-10-27,356.27,pending
166,273,2024-11-07,275.14,cancelled
167,1611,2026-03-18,162.22,shipped
168,1780,2024-12-27,443.4,refunded
169,1116,2025-10-23,451.1,refunded
170,651,2025-12-06,90.3,cancelled
171,448,2024-10-03,138.14,cancelled
172,705,2024-12-20,237.21,cancelled
173,184,2025-10-24,295.13,pending
174,1178,2025-05-25,54.5,pending
175,1994,2026-07-04,40.58,refunded
176,1350,2026-05-21,392.41,pending
177,462,2025-07-02,331.21,shipped
178,400,2025-10-17,14.9,shipped
179,1357,2025-08-09,21.22,pending
180,1742,2025-11-02,459.71,pending
181,1706,2025-11-25,7.9,delivered
182,795,2025-12-09,47.9,shipped
183,1672,2025-07-07,484.59,cancelled
184,293,2026-06-30,85.4,delivered
185,747,2024-10-21,370.73,refunded
186,15,2025-07-29,436.26,delivered
187,469,2025-03-10,110.46,pending
188,230,2026-08-13,368.23,cancelled
189,271,2025-05-11,39.4,delivered
190,1727,2026-05-17,144.48,pending
191,994,2025-03-13,454.46,pending
192,1660,2026-03-02,178.12,shipped
193,454,2026-01-08,20.75,cancelled
194,908,2025-02-11,447.75,shipped
195,601,2026-08-29,249.39,pending
196,1307,2026-05-24,178.72,cancelled
197,850,2025-05-20,126.72,pending
198,456,2026-04-19,120.84,refunded
199,1958,2026-08-12,251.35,shipped
200,454,2025-12-01,306.4,refunded
201,40,2026-02-10,19.7,delivered
202,209,2025-06-29,354.48,cancelled
203,739,2024-10-17,370.39,cancelled
204,1064,2025-03-11,67.34,cancelled
205,743,2024-09-19,430.2,shipped
206,1183,2025-03-21,329.47,delivered
207,1047,2026-02-21,376.91,delivered
208,796,2026-06-06,152.82,shipped
209,121,2024-11-26,59.97,refunded
210,44,2024-12-27,91.0,pending
211,769,2026-08-30,58.76,refunded
212,1122,2026-07-27,8.51,pending
213,1727,2025-11-23,441.62,delivered
214,67,2025-08-15,180.15,refunded
215,1895,2025-01-11,422.59,cancelled
216,1299,2025-06-01,15.35,cancelled
217,193,2026-06-24,336.2,shipped
218,1380,2025-12-25,268.8,delivered
219,402,2026-03-05,350.55,delivered
220,871,2025-10-13,385.81,refunded
221,1704,2026-03-23,260.21,pending
222,292,2026-06-26,136.71,cancelled
223,165,2026-06-27,429.29,cancelled
224,1604,2026-01-20,121.36,cancelled
225,772,2026-03-19,50.32,delivered
226,1609,2024-12-29,498.9,cancelled
227,236,2026-01-29,303.56,delivered
228,691,2025-02-22,447.37,delivered
229,1189,2025-06-11,12.71,pending
230,102,2024-12-30,321.2,cancelled
231,1473,2025-11-15,161.6,shipped
232,1995,2025-05-04,471.32,shipped
233,1662,2025-08-09,76.75,delivered
234,417,2025-07-14,52.4,refunded
235,51,2025-11-02,486.2,delivered
236,663,2024-10-27,272.14,delivered
237,1454,2025-07-27,157.56,pending
238,309,2026-05-19,219.0,cancelled
239,606,2024-12-07,35.54,pending
240,343,2025-01-20,91.42,delivered
241,1860,2026-07-16,343.84,pending
242,386,2025-03-20,52.57,cancelled
243,382,2026-09-11,284.3,refunded
244,710,2025-04-22,40.62,delivered
245,545,2026-01-24,54.49,shipped
246,920,2025-12-08,184.98,refunded
247,550,2025-10-25,288.14,cancelled
248,385,2025-12-07,113.96,refunded
249,1522,2025-07-09,327.13,pending
250,1559,2026-07-17,395.69,shipped
251,1642,2025-11-17,338.84,delivered
252,889,2026-08-12,74.7,cancelled
253,584,2025-06-25,374.52,cancelled
254,771,2025-03-24,289.45,cancelled
255,348,2025-05-15,29.71,delivered
256,1888,2025-05-31,386.87,pending
257,1329,2026-06-10,458.39,shipped
258,1627,2026-09-04,499.73,refunded
259,1157,2025-01-07,244.1,refunded
260,1186,2026-06-23,268.55,pending
261,17,2024-12-30,181.8,delivered
262,1567,2026-05-16,133.3,refunded
263,1385,2026-06-04,170.87,delivered
264,289,2024-09-24,100.86,refunded
265,1560,2025-07-11,431.72,pending
266,1100,2026-03-26,67.72,refunded
267,73,2026-04-07,100.67,shipped
268,1658,2025-12-01,456.5,delivered
269,399,2024-09-27,226.62,shipped
270,1822,2024-09-26,348.69,shipped
271,1663,2024-10-24,292.67,delivered
272,39,2024-12-01,225.81,cancelled
273,951,2026-04-16,308.18,pending
274,1192,2026-06-09,67.94,pending
275,673,2024-09-25,255.12,refunded
276,939,2024-10-11,186.62,delivered
277,1990,2026-07-13,161.44,delivered
278,51,2026-05-29,307.14,delivered
279,507,2025-09-23,413.55,cancelled
280,425,2025-10-24,161.31,pending
281,1581,2026-02-03,329.4,delivered
282,847,2025-09-12,316.4,refunded
283,1874,2025-08-19,88.72,cancelled
284,369,2026-03-07,121.21,cancelled
285,448,2025-01-16,140.29,cancelled
286,1549,2024-10-17,351.81,refunded
287,162,2025-11-06,25.41,cancelled
288,831,2026-03-28,354.13,delivered
289,129,2026-01-29,162.24,pending
290,1829,2025-08-09,270.83,shipped
291,308,2026-08-10,404.64,cancelled
292,788,2026-04-30,285.1,cancelled
293,69,2026-07-28,419.92,pending
294,1195,2024-11-30,410.0,shipped
295,1395,2025-03-30,448.3,cancelled
296,1535,2025-03-10,133.93,shipped
297,948,2025-03-17,28.8,shipped
298,1987,2024-11-09,139.24,delivered
299,154,2025-01-31,445.86,cancelled
300,1466,2024-12-12,228.95,refunded
301,293,2025-07-15,38.13,delivered
302,945,2025-06-21,464.21,pending
303,912,2025-02-12,241.68,cancelled
304,1815,2026-04-16,122.93,delivered
305,640,2024-12-13,427.41,delivered
306,1626,2026-07-30,450.39,cancelled
307,1849,2026-08-01,104.8,pending
308,1595,2025-07-02,278.41,refunded
309,361,2025-07-08,123.6,pending
310,29,2025-10-19,336.66,refunded
311,550,2025-02-26,104.5,pending
312,611,2025-10-20,192.6,refunded
313,1507,2026-09-12,58.51,delivered
314,1848,2025-07-29,270.67,pending
315,1823,2026-01-23,488.33,pending
316,1041,2026-01-28,24.96,shipped
317,577,2025-04-11,210.91,shipped
318,1139,2025-10-05,92.55,pending
319,958,2025-02-12,359.48,pending
320,1900,2026-08-02,284.58,shipped
321,1565,2026-04-29,432.25,pending
322,537,2025-11-01,358.11,refunded
323,175,2025-02-01,471.17,shipped
324,1208,2026-03-08,271.95,pending
325,626,2025-05-21,337.29,pending
326,1590,2026-07-03,273.94,shipped
327,568,2025-11-04,340.1,cancelled
328,587,2025-09-08,135.74,shipped
329,1486,2025-08-30,292.88,cancelled
330,1137,2026-04-30,109.29,cancelled
331,1330,2024-12-20,362.2,cancelled
332,1659,2026-02-05,290.13,refunded
333,154,2025-06-08,464.26,refunded
334,380,2025-06-09,262.68,shipped
335,70,2026-07-28,50.25,cancelled
336,997,2024-11-01,31.83,shipped
337,501,2025-09-18,42.92,cancelled
338,1555,2025-10-01,211.1,shipped
339,1047,2025-09-10,311.1,cancelled
340,328,2025-07-14,358.87,delivered
341,1087,2025-09-22,6.43,pending
342,509,2025-11-18,218.61,refunded
343,153,2025-01-20,266.85,shipped
344,910,2025-12-04,118.77,refunded
345,674,2026-07-09,295.28,pending
346,1592,2025-10-26,84.23,cancelled
347,1324,2026-08-14,54.35,cancelled
348,1172,2025-05-28,308.4,shipped
349,1695,2026-04-04,307.66,shipped
350,498,2026-08-07,402.22,pending
351,899,2025-01-16,158.65,cancelled
352,204,2026-06-05,48.43,cancelled
353,1638,2026-06-27,430.99,shipped
354,474,2026-09-11,423.88,cancelled
355,1021,2025-10-24,38.86,refunded
356,573,2025-06-24,24.1,delivered
357,1442,2026-09-04,439.19,refunded
358,1818,2026-09-12,135.37,cancelled
359,216,2026-09-10,459.2,pending
360,1151,2025-02-10,219.16,delivered
361,1124,2025-08-07,262.42,cancelled
362,381,2025-02-19,234.69,refunded
363,872,2026-02-10,250.28,shipped
364,1634,2025-08-12,213.3,cancelled
365,1996,2026-03-23,317.83,delivered
366,1312,2024-11-03,127.52,refunded
367,1166,2026-06-05,30.54,delivered
368,1583,2025-08-28,43.89,cancelled
369,1216,2025-10-21,334.28,cancelled
370,829,2026-07-27,129.86,shipped
371,975,2026-03-11,431.47,cancelled
372,1600,2024-11-17,445.64,delivered
373,725,2025-02-24,251.57,cancelled
374,1464,2025-09-13,273.46,refunded
375,283,2026-01-31,146.43,refunded
376,479,2025-07-15,279.87,refunded
377,1868,2026-02-07,230.37,delivered
378,1109,2026-06-17,467.21,shipped
379,1554,2025-12-12,198.4,delivered
380,268,2025-03-31,171.0,shipped
381,720,2026-05-16,204.63,pending
382,319,2024-12-12,250.66,shipped
383,1266,2025-05-16,496.75,refunded
384,1120,2026-07-14,472.5,pending
385,1482,2024-09-18,124.56,cancelled
386,427,2026-03-27,306.37,pending
387,457,2026-05-17,265.92,pending
388,623,2025-02-19,135.11,shipped
389,896,2025-12-05,425.7,pending
390,1050,2026-03-03,168.4,pending
391,32,2025-10-03,402.13,refunded
392,1691,2025-11-23,474.0,cancelled
393,1737,2026-02-27,262.26,refunded
394,1620,2025-02-13,45.3,shipped
395,1275,2025-04-25,90.86,cancelled
396,1627,2025-06-11,153.23,delivered
397,1847,2024-10-17,459.51,delivered
398,919,2025-06-09,168.6,delivered
399,1068,2025-06-18,329.19,refunded
400,146,2026-08-26,355.85,cancelled
401,1372,2026-03-16,6.43,cancelled
402,122,2026-06-14,177.4,cancelled
403,431,2025-10-03,325.97,delivered
404,238,2024-10-23,212.0,pending
405,1529,2025-07-28,199.14,cancelled
406,1800,2026-08-27,350.8,delivered
407,397,2026-09-03,230.48,cancelled
408,43,2026-04-26,89.37,delivered
409,1421,2025-06-16,312.59,refunded
410,188,2025-09-23,155.27,shipped
411,1555,2026-02-02,454.49,refunded
412,1998,2025-08-11,239.42,delivered
413,539,2025-06-30,13.49,refunded
414,391,2025-03-30,97.53,pending
415,764,2025-02-04,450.67,refunded
416,323,2026-05-02,163.77,refunded
417,1951,2025-07-30,209.48,pending
418,1120,2026-02-12,442.92,pending
419,1053,2025-08-22,168.66,refunded
420,75,2025-04-14,153.81,pending
421,396,2025-07-18,119.39,refunded
422,912,2025-03-24,58.17,cancelled
423,248,2026-07-10,455.3,cancelled
424,1255,2024-10-27,89.2,refunded
425,427,2026-06-19,312.82,delivered
426,603,2025-02-20,486.8,shipped
427,174,2026-04-16,145.91,delivered
428,677,2026-05-15,315.78,refunded
429,63,2026-07-19,248.23,delivered
430,822,2025-06-25,441.96,refunded
431,994,2024-12-20,132.7,cancelled
432,1313,2025-02-16,219.44,cancelled
433,1769,2025-10-05,106.56,pending
434,1326,2026-01-26,60.6,delivered
435,203,2025-03-07,253.58,cancelled
436,1955,2025-06-20,254.77,delivered
437,1648,2025-11-13,359.82,shipped
438,1523,2024-12-18,492.16,delivered
439,1783,2025-11-29,250.27,cancelled
440,163,2025-11-20,246.4,delivered
441,1597,2025-08-11,65.16,pending
442,1716,2025-12-01,176.33,pending
443,1890,2025-01-13,365.79,delivered
444,1848,2025-04-21,291.94,refunded
445,284,2025-06-18,306.57,cancelled
446,1171,2025-04-07,66.3,cancelled
447,793,2025-09-06,397.69,refunded
448,874,2026-05-23,314.74,cancelled
449,1234,2026-06-14,270.98,cancelled
450,1062,2025-07-22,294.1,delivered
451,251,2025-10-14,127.41,refunded
452,79,2026-03-14,465.79,delivered
453,1250,2024-10-24,149.37,delivered
454,956,2025-04-07,239.6,cancelled
455,283,2025-06-07,144.43,shipped
456,984,2025-10-30,37.7,refunded
457,685,2025-03-19,428.83,shipped
458,1126,2025-08-28,468.7,cancelled
459,651,2026-09-01,451.78,shipped
460,1252,2024-12-15,134.48,pending
461,490,2025-08-09,91.71,pending
462,468,2025-05-03,272.76,refunded
463,1412,2024-12-09,467.2,refunded
464,1336,2026-01-01,278.63,cancelled
465,941,2024-09-16,373.6,delivered
466,61,2024-12-02,299.83,refunded
467,442,2026-05-20,312.8,shipped
468,661,2025-06-30,490.57,refunded
469,1906,2026-09-13,249.88,delivered
470,1584,2026-01-22,206.31,pending
471,1563,2026-09-03,403.61,pending
472,1063,2025-07-07,213.52,cancelled
473,1505,2026-03-28,275.52,pending
474,827,2026-07-06,412.28,refunded
475,804,2025-02-14,278.15,shipped
476,22,2026-08-02,77.95,cancelled
477,266,2025-04-25,424.78,refunded
478,863,2025-04-25,317.32,cancelled
479,813,2025-06-10,427.35,refunded
480,997,2025-08-12,403.4,shipped
481,808,2025-04-20,498.31,delivered
482,1978,2025-11-01,177.36,pending
483,271,2024-12-04,243.48,shipped
484,100,2026-07-08,338.4,pending
485,1435,2025-01-22,276.78,shipped
486,1837,2025-03-20,264.2,refunded
487,19,2026-07-17,409.86,refunded
488,334,2026-05-09,186.31,cancelled
489,659,2024-10-04,329.45,cancelled
490,1075,2025-07-24,219.76,pending
491,79,2026-07-24,312.21,shipped
492,386,2024-11-20,468.4,shipped
493,1651,2025-04-23,491.34,pending
494,1901,2025-05-02,238.41,refunded
495,1413,2025-03-29,415.18,cancelled
496,867,2025-09-28,437.11,shipped
497,984,2025-08-09,474.93,refunded
498,1522,2026-05-29,416.3,shipped
499,490,2026-05-14,228.78,delivered
500,1853,2025-01-06,52.7,delivered
501,526,2026-04-20,234.5,cancelled
502,172,2025-07-15,428.91,shipped
503,1811,2025-11-09,430.91,delivered
504,109,2026-03-03,149.8,pending
505,438,2024-11-11,162.8,cancelled
506,1819,2025-03-14,97.81,cancelled
507,755,2026-05-12,113.32,cancelled
508,757,2026-02-09,464.46,delivered
509,880,2026-03-15,70.84,pending
510,452,2026-03-25,282.35,cancelled
511,932,2026-01-22,228.33,delivered
512,1383,2024-10-23,451.77,refunded
513,1265,2025-01-20,266.77,pending
514,1829,2025-04-23,112.42,shipped
515,696,2026-06-17,332.33,shipped
516,703,2025-12-19,498.55,shipped
517,1699,2026-09-05,347.54,pending
518,1017,2026-02-04,266.1,shipped
519,1602,2026-08-15,264.36,cancelled
520,1629,2025-05-17,42.31,delivered
521,1587,2024-10-17,349.34,refunded
522,181,2025-09-18,381.4,pending
523,767,2026-02-08,279.17,delivered
524,107,2026-03-23,348.4,delivered
525,856,2026-02-18,44.16,pending
526,823,2025-12-10,343.8,cancelled
527,223,2024-11-24,489.92,delivered
528,1580,2025-11-22,116.81,cancelled
529,319,2025-05-13,409.0,shipped
530,244,2025-05-04,144.48,delivered
531,467,2026-08-22,310.32,delivered
532,1827,2026-05-17,70.7,pending
533,1409,2025-05-07,349.2,pending
534,1197,2026-09-08,404.93,shipped
535,221,2025-11-09,483.6,cancelled
536,1148,2025-09-13,12.43,shipped
537,1192,2024-10-05,24.3,delivered
538,1299,2026-03-03,328.26,shipped
539,1528,2025-12-14,455.49,shipped
540,52,2026-06-30,353.46,delivered
541,1448,2025-05-26,480.92,cancelled
542,1678,2025-01-01,263.38,refunded
543,1020,2025-06-14,412.44,cancelled
544,1119,2026-02-02,432.29,refunded
545,498,2025-11-29,400.37,shipped
546,147,2024-10-07,354.44,pending
547,1989,2025-10-14,265.45,cancelled
548,1121,2025-08-03,476.23,refunded
549,1926,2026-06-02,352.72,delivered
550,988,2025-01-25,449.65,shipped
551,1237,2025-08-07,106.1,pending
552,1149,2025-11-29,226.46,refunded
553,1756,2026-03-29,272.37,cancelled
554,1549,2026-04-18,359.93,pending
555,1706,2025-08-11,154.43,cancelled
556,323,2026-01-17,352.95,cancelled
557,1312,2025-08-23,463.26,shipped
558,917,2024-11-27,278.81,refunded
559,916,2025-06-03,236.42,pending
560,1628,2025-11-13,450.4,shipped
561,71,2025-09-05,458.84,shipped
562,94,2025-03-19,411.74,pending
563,1816,2025-08-19,152.26,refunded
564,43,2025-12-21,427.33,refunded
565,515,2025-09-01,258.24,refunded
566,344,2024-10-16,157.8,delivered
567,1689,2026-07-02,142.1,cancelled
568,483,2025-12-23,298.61,pending
569,1862,2025-10-16,324.95,pending
570,248,2024-11-04,34.96,shipped
571,1551,2025-07-03,470.23,refunded
572,1395,2026-08-25,41.94,cancelled
573,1267,2026-04-26,134.16,cancelled
574,170,2026-08-31,402.5,cancelled
575,1357,2025-07-19,252.8,pending
576,1001,2026-02-04,117.44,shipped
577,908,2025-05-23,192.17,pending
578,1114,2025-03-16,493.87,shipped
579,24,2026-01-04,43.94,cancelled
580,164,2025-12-23,273.28,shipped
581,186,2025-05-15,296.5,pending
582,1719,2026-08-13,156.8,cancelled
583,1795,2025-06-18,361.34,shipped
584,1945,2024-10-13,198.3,delivered
585,304,2025-10-27,344.3,pending
586,815,2025-09-09,113.16,delivered
587,783,2026-05-19,134.35,cancelled
588,237,2024-10-13,29.5,pending
589,881,2025-08-13,334.3,cancelled
590,1860,2025-08-12,277.79,shipped
591,149,2025-03-21,283.15,pending
592,123,2025-08-17,417.77,pending
593,1032,2026-01-11,246.79,refunded
594,1475,2024-10-19,58.83,pending
595,935,2024-10-30,181.98,cancelled
596,556,2025-08-21,450.86,cancelled
597,1516,2025-05-15,327.47,cancelled
598,1549,2025-06-09,308.2,shipped
599,1650,2026-03-03,209.8,cancelled
600,1784,2026-03-01,329.75,delivered
601,1574,2025-09-08,313.1,pending
602,1676,2025-11-15,321.91,refunded
603,1196,2026-05-21,116.95,cancelled
604,1084,2025-04-10,371.51,delivered
605,333,2025-02-21,27.68,pending
606,592,2025-05-04,114.24,delivered
607,1797,2025-02-17,140.78,refunded
608,357,2024-10-05,242.4,pending
609,49,2025-01-06,492.98,cancelled
610,716,2025-05-20,233.44,shipped
611,1664,2026-02-15,320.55,delivered
612,1618,2026-02-17,490.54,shipped
613,1084,2024-12-26,46.13,cancelled
614,1749,2026-05-06,424.81,shipped
615,108,2025-02-03,419.44,refunded
616,336,2024-11-20,415.22,cancelled
617,1960,2025-02-27,132.3,refunded
618,1571,2026-07-10,405.95,delivered
619,1134,2026-07-29,436.81,pending
620,1097,2026-06-26,268.91,cancelled
621,1804,2026-02-05,59.21,delivered
622,1029,2024-10-01,160.89,shipped
623,124,2025-07-03,168.87,cancelled
624,1890,2025-09-04,52.12,shipped
625,912,2024-12-03,212.66,pending
626,2,2025-11-02,465.12,cancelled
627,852,2026-07-05,124.47,shipped
628,175,2025-05-17,482.53,cancelled
629,414,2026-05-13,236.14,pending
630,26,2025-08-11,8.5,refunded
631,841,2025-10-04,226.35,cancelled
632,1512,2026-05-15,56.37,cancelled
633,1816,2025-03-06,452.77,delivered
634,876,2025-10-21,176.24,cancelled
635,598,2026-08-30,180.22,delivered
636,941,2025-08-06,199.68,refunded
637,1710,2025-11-05,360.62,cancelled
638,1662,2026-03-19,353.73,delivered
639,182,2025-06-26,466.49,pending
640,460,2026-02-27,347.83,shipped
641,1345,2025-09-01,429.3,pending
642,543,2026-01-22,13.78,delivered
643,1460,2025-12-31,36.86,cancelled
644,1631,2025-12-31,44.44,pending
645,1272,2025-12-05,199.93,shipped
646,289,2025-02-26,338.39,cancelled
647,1866,2025-09-09,177.91,refunded
648,858,2024-11-09,51.46,refunded
649,1445,2025-05-25,355.8,shipped
650,472,2026-04-26,263.99,delivered
651,188,2025-06-30,478.96,refunded
652,1400,2026-08-26,466.99,pending
653,890,2025-01-29,381.97,refunded
654,179,2025-05-08,361.93,cancelled
655,815,2024-10-25,429.24,pending
656,1988,2026-07-26,278.7,delivered
657,1929,2024-11-16,272.27,delivered
658,1907,2025-02-09,422.72,shipped
659,835,2025-03-17,227.67,pending
660,1419,2026-09-13,272.63,cancelled
661,1261,2025-12-19,392.31,delivered
662,998,2024-12-30,466.89,delivered
663,193,2026-02-11,242.49,shipped
664,194,2026-04-23,256.95,delivered
665,495,2024-10-01,213.36,cancelled
666,618,2024-12-20,332.25,shipped
667,801,2025-10-06,378.38,refunded
668,990,2024-10-03,373.81,shipped
669,1196,2026-05-28,58.53,shipped
670,1148,2026-02-15,25.71,delivered
671,714,2025-03-28,409.19,cancelled
672,287,2025-08-01,468.26,shipped
673,210,2026-06-06,100.43,refunded
674,197,2024-12-20,398.71,cancelled
675,806,2026-09-03,119.34,pending
676,525,2026-04-21,323.56,delivered
677,536,2026-07-19,244.54,delivered
678,1465,2025-01-26,398.16,delivered
679,822,2026-05-25,210.66,delivered
680,1926,2026-03-26,216.75,shipped
681,137,2025-08-29,41.59,pending
682,507,2025-06-14,341.18,refunded
683,609,2025-05-13,333.58,pending
684,1458,2025-12-17,172.0,pending
685,726,2026-04-27,230.33,delivered
686,1453,2025-10-05,27.62,cancelled
687,860,2025-05-02,240.66,delivered
688,236,2025-02-27,346.31,pending
689,367,2025-08-14,28.63,refunded
690,1584,2025-03-06,184.77,delivered
691,1108,2025-01-22,474.16,delivered
692,743,2024-12-17,427.96,refunded
693,1100,2024-12-11,451.1,shipped
694,1803,2025-06-09,132.39,pending
695,998,2025-07-22,429.45,delivered
696,835,2024-12-02,139.12,pending
697,1321,2026-03-28,340.13,pending
698,1340,2024-11-27,349.99,cancelled
699,1771,2025-02-25,333.84,pending
700,1289,2025-01-17,300.64,shipped
701,1927,2026-04-26,271.32,delivered
702,1147,2026-09-03,368.1,pending
703,276,2025-08-16,42.17,cancelled
704,1004,2026-02-07,473.41,cancelled
705,1326,2025-09-17,178.24,refunded
706,10,2026-05-17,54.87,cancelled
707,578,2025-04-02,296.32,pending
708,1869,2025-10-05,341.24,pending
709,1625,2026-04-24,454.96,refunded
710,1219,2026-03-05,90.72,pending
711,1766,2025-07-06,428.12,refunded
712,1266,2026-03-27,171.71,delivered
713,68,2025-01-06,294.31,cancelled
714,862,2025-03-18,69.53,delivered
715,1137,2025-08-12,71.67,pending
716,1903,2025-01-17,286.49,delivered
